,Country Name,Country Code,Indicator Name,Indicator Code,Date,rural
9413,IDA & IBRD total,IBT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9414,IDA total,IDA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9415,IDA blend,IDB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9416,Indonesia,IDN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,51.51949619
9417,IDA only,IDX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9418,Isle of Man,IMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9419,India,IND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,38.92818073
9420,Not classified,INX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9421,Ireland,IRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9422,"Iran, Islamic Rep.",IRN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9423,Iraq,IRQ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9424,Iceland,ISL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9425,Israel,ISR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9426,Italy,ITA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9427,Jamaica,JAM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,72.26066888
9428,Jordan,JOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,93.6847272
9429,Japan,JPN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9430,Kazakhstan,KAZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,99.89115871
9431,Kenya,KEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9432,Kyrgyz Republic,KGZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9433,Cambodia,KHM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9434,Kiribati,KIR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9435,St. Kitts and Nevis,KNA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,89.87036815
9436,"Korea, Rep.",KOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9437,Kuwait,KWT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9438,Latin America & Caribbean (excluding high income),LAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,62.4429464
9439,Lao PDR,LAO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,10.16615151
9440,Lebanon,LBN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9441,Liberia,LBR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9442,Libya,LBY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9443,St. Lucia,LCA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9444,Latin America & Caribbean,LCN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,63.68172885
9445,Least developed countries: UN classification,LDC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9446,Low income,LIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9447,Liechtenstein,LIE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9448,Sri Lanka,LKA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9449,Lower middle income,LMC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,37.66180257
9450,Low & middle income,LMY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9451,Lesotho,LSO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9452,Late-demographic dividend,LTE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9453,Lithuania,LTU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9454,Luxembourg,LUX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9455,Latvia,LVA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9456,"Macao SAR, China",MAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9457,St. Martin (French part),MAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9458,Morocco,MAR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,20.01127607
9459,Monaco,MCO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9460,Moldova,MDA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9461,Madagascar,MDG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9462,Maldives,MDV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9463,Middle East & North Africa,MEA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9464,Mexico,MEX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,86.70714597
9465,Marshall Islands,MHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9466,Middle income,MIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9467,North Macedonia,MKD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9468,Mali,MLI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9469,Malta,MLT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9470,Myanmar,MMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9471,Middle East & North Africa (excluding high income),MNA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9472,Montenegro,MNE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9473,Mongolia,MNG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9474,Northern Mariana Islands,MNP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9475,Mozambique,MOZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9476,Mauritania,MRT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9477,Mauritius,MUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,98.55399929
9478,Malawi,MWI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9479,Malaysia,MYS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9480,North America,NAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9481,Namibia,NAM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,12.57010033
9482,New Caledonia,NCL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9483,Niger,NER,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,0.9504415
9484,Nigeria,NGA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,17.15976838
9485,Nicaragua,NIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,43.50508887
9486,Netherlands,NLD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9487,Norway,NOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9488,Nepal,NPL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9489,Nauru,NRU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9490,New Zealand,NZL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9491,OECD members,OED,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,97.50806113
9492,Oman,OMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9493,Other small states,OSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9494,Pakistan,PAK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9495,Panama,PAN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,49.18332886
9496,Peru,PER,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,7.192448621
9497,Philippines,PHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,52.91431615
9498,Palau,PLW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,93.06066513
9499,Papua New Guinea,PNG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9500,Poland,POL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9501,Pre-demographic dividend,PRE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9502,Puerto Rico,PRI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9503,"Korea, Dem. People's Rep.",PRK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9504,Portugal,PRT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9505,Paraguay,PRY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,56.79811384
9506,West Bank and Gaza,PSE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9507,Pacific island small states,PSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9508,Post-demographic dividend,PST,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,99.99905052
9509,French Polynesia,PYF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9510,Qatar,QAT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9511,Romania,ROU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9512,Russian Federation,RUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9513,Rwanda,RWA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9514,South Asia,SAS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,34.94893597
9515,Saudi Arabia,SAU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9516,Sudan,SDN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,11.7032773
9517,Senegal,SEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,3.916077591
9518,Singapore,SGP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9519,Solomon Islands,SLB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9520,Sierra Leone,SLE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9521,El Salvador,SLV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,55.89171594
9522,San Marino,SMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9523,Somalia,SOM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9524,Serbia,SRB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9525,Sub-Saharan Africa (excluding high income),SSA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9526,South Sudan,SSD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9527,Sub-Saharan Africa,SSF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9528,Small states,SST,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9529,Sao Tome and Principe,STP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9530,Suriname,SUR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9531,Slovak Republic,SVK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9532,Slovenia,SVN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9533,Sweden,SWE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9534,Eswatini,SWZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9535,Sint Maarten (Dutch part),SXM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9536,Seychelles,SYC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,85.508411
9537,Syrian Arab Republic,SYR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9538,Turks and Caicos Islands,TCA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,63.11714861
9539,Chad,TCD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9540,East Asia & Pacific (IDA & IBRD countries),TEA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9541,Europe & Central Asia (IDA & IBRD countries),TEC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,99.99294857
9542,Togo,TGO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9543,Thailand,THA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9544,Tajikistan,TJK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9545,Turkmenistan,TKM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9546,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,63.52437144
9547,Timor-Leste,TLS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9548,Middle East & North Africa (IDA & IBRD countries),TMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9549,Tonga,TON,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,77.69865292
9550,South Asia (IDA & IBRD),TSA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,34.94893597
9551,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9552,Trinidad and Tobago,TTO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9553,Tunisia,TUN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,70.82152766
9554,Turkey,TUR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9555,Tuvalu,TUV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9556,Tanzania,TZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9557,Uganda,UGA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,1.877030397
9558,Ukraine,UKR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9559,Upper middle income,UMC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9560,Uruguay,URY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,73.95715491
9561,United States,USA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9562,Uzbekistan,UZB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9563,St. Vincent and the Grenadines,VCT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,65.38877134
9564,"Venezuela, RB",VEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,94.69499433
9565,British Virgin Islands,VGB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,95.14404412
9566,Virgin Islands (U.S.),VIR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9567,Vietnam,VNM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9568,Vanuatu,VUT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9569,World,WLD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9570,Samoa,WSM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,80.24074265
9571,Kosovo,XKX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,100.0
9572,"Yemen, Rep.",YEM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,28.04066661
9573,South Africa,ZAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,
9574,Zambia,ZMB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,1.291555989
9575,Zimbabwe,ZWE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1995,7.021267057
9576,Aruba,ABW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9577,Africa Eastern and Southern,AFE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9578,Afghanistan,AFG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9579,Africa Western and Central,AFW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,12.72347614
9580,Angola,AGO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9581,Albania,ALB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9582,Andorra,AND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9583,Arab World,ARB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,59.73147204
9584,United Arab Emirates,ARE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9585,Argentina,ARG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,82.36987684
9586,Armenia,ARM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9587,American Samoa,ASM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9588,Antigua and Barbuda,ATG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,95.2032694
9589,Australia,AUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9590,Austria,AUT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9591,Azerbaijan,AZE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9592,Burundi,BDI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9593,Belgium,BEL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9594,Benin,BEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,2.777057832
9595,Burkina Faso,BFA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,1.897430502
9596,Bangladesh,BGD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,6.693304209
9597,Bulgaria,BGR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9598,Bahrain,BHR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9599,"Bahamas, The",BHS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9600,Bosnia and Herzegovina,BIH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9601,Belarus,BLR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9602,Belize,BLZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,59.23781746
9603,Bermuda,BMU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9604,Bolivia,BOL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,32.95676143
9605,Brazil,BRA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,71.04176396
9606,Barbados,BRB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9607,Brunei Darussalam,BRN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9608,Bhutan,BTN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9609,Botswana,BWA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,7.955532744
9610,Central African Republic,CAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9611,Canada,CAN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9612,Central Europe and the Baltics,CEB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9613,Switzerland,CHE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9614,Channel Islands,CHI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9615,Chile,CHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,74.17947298
9616,China,CHN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9617,Cote d'Ivoire,CIV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,20.16007881
9618,Cameroon,CMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,9.695980418
9619,"Congo, Dem. Rep.",COD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9620,"Congo, Rep.",COG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9621,Colombia,COL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,78.12246899
9622,Comoros,COM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,19.88053977
9623,Cabo Verde,CPV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9624,Costa Rica,CRI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9625,Caribbean small states,CSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,77.06653301
9626,Cuba,CUB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9627,Curacao,CUW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9628,Cayman Islands,CYM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9629,Cyprus,CYP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9630,Czech Republic,CZE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9631,Germany,DEU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9632,Djibouti,DJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,89.26817361
9633,Dominica,DMA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9634,Denmark,DNK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9635,Dominican Republic,DOM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,70.57480812
9636,Algeria,DZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9637,East Asia & Pacific (excluding high income),EAP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9638,Early-demographic dividend,EAR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,42.67675482
9639,East Asia & Pacific,EAS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9640,Europe & Central Asia (excluding high income),ECA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,99.79225075
9641,Europe & Central Asia,ECS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,99.90797613
9642,Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,82.26858088
9643,"Egypt, Arab Rep.",EGY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,93.83281978
9644,Euro area,EMU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9645,Eritrea,ERI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,7.985672089
9646,Spain,ESP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9647,Estonia,EST,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9648,Ethiopia,ETH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9649,European Union,EUU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9650,Fragile and conflict affected situations,FCS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9651,Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9652,Fiji,FJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,47.35955845
9653,France,FRA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9654,Faroe Islands,FRO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
